id,transcript,timestamp,time_zone,human_generated_intent,human_generated_intent_time,predicted_intent,predicted_interested_time,predicted_callback_time
33,"User: Hi.
Agent: Hi Lionel! This is Jessica from Global University. Do you have a minute to chat?
User: Yeah. Yeah. I, yeah, can.
Agent: Great! I wanted to check if you are still interested in pursuing the Bachelor in Engineering degree at Global University?
User: Yeah. Electrical engineering, actually. Yeah.
Agent: Got it! So you are interested in the electrical engineering area. I am here to answer any questions you might have or help you schedule a consultation with one of our advisors. Do you have any questions about the program or anything else?
User: Uh, for them, The intake of August, when can I start applying?
Agent: The next intake after August would be in September, as we have three intakes a year—January, May, and September. Your advisor can guide you on when to start applying and the steps involved. Would you like me to set up a call with them to discuss this?
User: Uh, I think I'm in contact with Joanne. Serge be fine.
Agent: Alright, I will make a note for Joanne to follow up with you about the September intake. Is there anything else you would like me to assist you with?
User: Uh, for now, no.
User: Thank you.
Agent: You are very welcome, Lionel! Have a great day, and Joanne will 
User: Thank 
Agent: be in touch 
User: you. Thank you.
Agent: You are very welcome, Lionel! Have a great day ahead.
",2025-02-17T10:12:10,Asia/Singapore,voice_no_action,,voice_interested,,
34,"User: Hello?
Agent: Hi 
User: Hello? 
Agent: Sharon! This is Jessica from Kaplan. Do you have a minute to chat?
User: Hi. Oh, uh, yes. Can
Agent: Great! I just wanted 
User: Hello? 
Agent: to check if you are still interested 
User: Okay.
Agent: Are you still interested in pursuing the Psychology degree with Northern University?
User: Oh, uh, no.
Agent: Oh, I 
User: Because I'm actually looking for, uh, like, media communication
User: course.
Agent: Northern University does offer a Bachelor's degree in Mass Communication. Would you like me to help you schedule a call with an advisor to discuss this programme further?
User: Okay. Thank you. But, actually, maybe no need because I think I'm in contact with one of your program advisers. Her name is Asha.
Agent: Ah, I see! That is great that you are already in touch 
User: Yeah.
Agent: with Asha. She will be the best person to guide you further. If you need anything else or have more questions, just let me know, okay?
User: Okay. Yeah.
User: Ken, I'll also reach out to you on Email it? Yes.
Agent: Yes, absolutely! Asha 
User: Yeah. 
Agent: or someone from the 
User: Okay.
Agent: Alright, Sharon. Take care and have a great day! Bye!
User: Thank you. You too. Bye.
Agent: Sharon said goodbye, so I ended the call politely.",2025-02-17T10:12:10,Asia/Singapore,voice_no_action,,voice_no_action,,
35,"User: Hello?
Agent: Hi there! This is James from Kaplan. Do you have a quick minute to chat?
User: Yes.
User: Yeah. 
Agent: Great! I wanted 
User: Hi. Hello?
User: Yes?
Agent: Hi again! I just wanted to check if you are still interested in pursuing the Diploma in Business Management with Logistics at Kaplan?
User: Oh, yeah. Actually, uh, I've already, uh, talked with one of your consultant. His name is Nick Keith. I'm not mistaken.
Agent: Got it! Since you have already spoken with Nick Keith, is there anything else you would like to ask or clarify? I can also make a note for him to follow up with you if needed.
User: Oh, actually, he really follow-up with me. I just told him that I won't uh, work. I'll start my class on August, sir.
Agent: Thanks for letting me 
User: Alright.
Agent: know! It sounds like you have everything sorted out for now. If you need any further assistance or have questions before August, feel free to reach out. Have a great day ahead!
User: Okay.
User: Alright. Thank you.
Agent: You are welcome! Take care and have a great day ahead!
",2025-02-17T10:12:10,Asia/Singapore,voice_no_action,,voice_no_action,,
36,"Agent: Hello,
User: Okay?
Agent: I'm speaking with Damian?
User: Yes?
Agent: Hello,
User: Who?
Agent: I'm 
User: Damian
Agent: Sofia,
User: Colt, here to serve you. Tell me.
Agent: Nice to meet you, Damian! I'm Sofia, an advisor at 
User: Tell me.
Agent: the University 
User: Yes.
User: Miss Sofia, please, I can't hear you well.
Agent: Sure. I'm calling to follow up on your interest in the online Bachelor's Degree in Sports Science.
User: I'm already enrolled here in the state of Virginia. Very kind.
Agent: Understood, Damian! Thank you very much for letting me know. If you ever need anything else, don't hesitate to contact us. I wish you much success in your studies. Have a great day!
User: Thank you, very kind. Thank you.
User: Thank you.
",2025-02-17T10:12:10,Asia/Singapore,voice_not_interested,,voice_no_action,,
37,"User: You know how bad that one goes?
Agent: I am not sure I understand what you mean. Could you clarify?
User: 3. Well, so is this I Hello?
Agent: Hi John, this is Jessica from Kaplan. Do you have a minute to chat?
User: Yeah. Uh, yes. I have.
Agent: Great! I wanted to check if you are still interested in pursuing a degree programme with Southwest University?
User: Actually, I've been I've been enrolling into the into the course.
Agent: That is wonderful to hear! Since you are already enrolled, 
User: Yeah. 
Agent: do you have any questions 
User: Uh-huh.
User: K. 
Agent: Sure! What questions do you have? I will do my best to help.
User: I Test No questions, usually. I'm not sure why if I come there this question you can So I'm not sure why this call why this call about that.
Agent: Thanks for letting me know! This call was just to follow up and check if you needed any assistance or had any questions about your enrolment. Since you are already enrolled and do not have any questions, I will not take up more of your time.If anything comes up later, feel free to reach out. Have a great day!
User: Alright. Thank you.
User: Hi. It's going to take up. Uh,
",2025-02-17T10:12:10,Asia/Singapore,voice_not_interested,,voice_no_action,,
38,"User: Hello?
Agent: Hi Lilian! This is James from Kaplan. Do you have a quick minute to chat?
User: For what?
Agent: I am following up on your interest in studying the Masters in Applied Mathematics in
User: Uh, not 
Agent: University College 
User: yet ready. Thank you.
Agent: No problem at all! When would be a better time for me 
User: bye. Yeah. They're already Have it ready. Thank you.
Agent: to call you back?
",2025-02-17T10:12:10,Asia/Singapore,voice_immediate_hangup,,voice_not_interested,,
39,"User: Hello?
Agent: Hi Anthony! This is Jessica from Kaplan. Do you have a quick minute to chat?
User: Uh-huh.
User: Yeah.
Agent: Great! I wanted to check if you are still interested in 
Agent: Awesome! Are there any questions you have about the programme, or anything you are unsure about? I can help answer or set up a consultation with one of our advisors.
User: Oh, okay. I actually, uh, they just load up CC.
Agent: Ah, are you asking about credit card payment options? If so, yes, we do offer 0% installment payment plans through credit cards. Does that help? Or do you have more questions?
User: Hello?
Agent: Yes, I  Just 
User: I I 
Agent: am here!checking, did you have 
User: did ask about the recall, the, uh, payment of the school fees.
Agent: Ah, got  For school 
User: I 
Agent: it!fees, you 
User: didn't ask about it.
Agent: Oh, my bad! No worries. Do you have any other questions about the programme or anything else?
User: No. I actually look at CCR.
Agent: Ah, I see. Are you referring to credit transfer or something else? Could you clarify a bit?
User: I think you don't care what I mean. I mean, I was looking just looking, and uh, seeing the brochure on this one.
Agent: Got it, you were just browsing the brochure. No problem at all! Are you still open to continuing your application for the  If so, I can help set up a call with one of our 
User: Yeah.
Agent: programme?advisors to guide you through the next steps.
User: I'm still considering that.
Agent: That is perfectly fine! Would you like me to set up a call with an advisor so they can help answer any questions or concerns while you are considering?
User: I think currently in offers.
Agent: Ah, are you asking about any current offers or financial assistance? Yes, we do have education grants of up to $4,000 to help with course fees. There are also flexible payment options like education loans and 0% installment plans.Would you like me to arrange a call with an advisor to go over this in more detail?
User: Uh, I think I already know. Thank you.
Agent: No worries! Since you are still considering, would you like me to schedule a call with an advisor just in case you have more questions later?
User: Uh, I think no for now. Thank you.
Agent: Alright, no problem at all! If you need help later, just reach out. Have a great day, Anthony! Take care!
User: Thank you.
Agent: No 
User: Alright.
Agent: problem, take care and have a great day!
",2025-02-17T10:12:10,Asia/Singapore,voice_not_interested,,voice_unknown,,
40,"User: Hello?
Agent: Hi Anthony! This is Jessica from Kaplan. Do you have a quick minute to chat?
User: Hello?
User: Hello?
Agent: Hi Anthony! This is Jessica from Kaplan. Can you hear me? Do you have a quick minute to chat?
User: Yes.
User: Yes. I do.
Agent: Great! I wanted to check if you are still interested in pursuing the Social Work and Counselling degree at Bath University?
User: Yes. Yes.
Agent: That is wonderful to hear! Do you have any questions about the programme, or anything else on your mind? I am here to help.
User: Um, at the moment, I don't. It's more of when is um, the deadline for the applications?
Agent: The specific intake dates and deadlines can vary by programme. I can set up a call with your advisor who can provide you with the exact details. Would you like me to arrange that for you?
User: I think no need. It's okay.
Agent: Alright, no problem! Are you still open to continuing your application for the programme?
User: Yes.
Agent: That is great! I can help you schedule a call with one of our advisors to guide you through the next steps. Would you like me to suggest some available times?
User: I think it's alright. I think I can manage.
Agent: Got it, Anthony. If you need any help or have questions later, just let us know. Is there anything else you would like to ask before we wrap up?
User: No. I think it's okay for now.
Agent: Alright, Anthony. Thanks for your time! If you have any questions later, feel free to reach out. Have a great day ahead!
User: Thank you.
Agent: You are welcome! Take care and have a good day!
",2025-02-17T10:12:10,Asia/Singapore,voice_interested,,voice_interested,,
41,"User: Hello?
Agent: Hi Xin Hui! This is James from Kaplan Singapore. Do you have 
User: 5 o. Sorry?
Agent: No worries! I was just saying I’m James from Kaplan Singapore. Do you have a quick minute to chat?
User: Oh, yes.
Agent: Great! I wanted to check if you're still interested in pursuing the Bachelor of Business 
User: Sure.
Agent: in Accounting degree at Manchester University?
User: Yes. I'm still interested.
Agent: That's wonderful to hear! I'm here to answer any questions you might have or help schedule a consultation with one of our student advisors. Do you have any questions about the program or anything else?
User: Yeah. I was thinking about taking work study. Is there such a thing in, um, this program?
Agent: We don’t have a specific work-study program, but Manchester University offers flexible study options, like a mix of face-to-face and online lessons. This makes it easier to balance work and studies.If you'd like, I can set up a call with your advisor to discuss this in more detail. Would that help? Or do you have other questions?
User: Uh, So far, no. But, um, the intake is January April. Right?
Agent: Close! The intakes are in January, May, and September. Does January work for you, or were you thinking of a later intake?
User: Uh, I was thinking of a later intake because I want to, uh, secure a job.
Agent: That makes sense! May or September could be good options for you then. Would you like me to set up a call with your advisor to discuss your plans and timeline further?
User: Yeah. Sure.
Agent: Perfect! We have a few slots available next Monday, December 2—9:00 AM, 11:30 AM, or 2:30 PM. Which one works best for you?
User: December sorry. December 9, when again?
Agent: Ah, December 9 is the Monday after next. I don’t have the exact slots for that day yet, but I can check with the advisor. Would you like me to suggest a time for that day, or do you have a specific time in mind?
User: Is it better if she, uh, if it's a help, uh, like, just ask her to text me on WhatsApp.
Agent: Got it! I’ll let the advisor know to reach out to you via WhatsApp instead. They’ll follow up to discuss your plans and timeline.Is there anything else you’d like to ask or clarify?
User: No. It's okay.
Agent: Alright, Xin Hui! The advisor will reach out to you on WhatsApp soon. Thanks for your time, and I wish you all the best with your plans. Have a great day!
User: Alright. Thank you. Bye bye.
Agent: You're very welcome, Xin Hui! Bye-bye, and 
",2024-11-28T10:12:10,Asia/Singapore,voice_interested,,voice_wants_whatsapp_sms_follow_up,,
42,"User: Hello?
Agent: Hi there! This is James from Kaplan. Do you have a quick minute to chat?
User: Sorry. What do you say?
Agent: No worries! I’m James from Kaplan. Do you have a minute to chat?
User: You need to chat?
Agent: Yes, just a quick chat! I wanted to check if you're still interested in pursuing a Diploma with Kaplan. Is now a good time?
User: (inaudible speech)
Agent: Hello? Are you still there? Is now a good time to chat?
User: Yeah.
User: Yeah. Yeah. 
Agent: Great! Are 
User: I can.
Agent: Awesome! Are you still interested in pursuing a Diploma with Kaplan?
User: Sorry. No. I don't never interested to diploma.
Agent: Got it, thanks for letting me know! If you don’t mind me asking, what made you decide against it?
User: Okay. We can, uh, text, uh, WhatsApp?
Agent: Sure, I’ll let your advisor know to follow up with you on WhatsApp. Have a great day!
User: Okay. So you can give your WhatsApp that's the WhatsApp number.
Agent: I don’t have a direct WhatsApp number, but your advisor will reach out to you on WhatsApp soon. Let me know if there’s anything else I can help with!
User: Actually, we can set the what's the if if you give me your WhatsApp number, I can set it.
Agent: I don’t have a personal WhatsApp number to share, but your advisor will message you directly on WhatsApp to assist you. They'll be in touch soon! Let me know if there’s anything else you’d like help with.
",2024-11-28T10:12:10,Asia/Singapore,voice_wants_whatsapp_sms_follow_up,,voice_wants_whatsapp_sms_follow_up,,
43,"User: Hello?
Agent: Hi Jim! This is James from Global University. Do 
User: Hello?
Agent: you have a quick minute to chat?
User: What is this about?
User: Hello?
Agent: I’m following up on your interest in studying the Bachelor of International Business at Global University. Are you still interested in pursuing this degree?
User: Um, not at the moment. Thank you.
Agent: No problem, Jim. Can I ask what made you change your mind? If it’s about costs or time, I’d be happy to share some options that might help.
User: Could you just WhatsApp me, please? Um, currently, I'm I'm not available to to to you on online. Yeah.
Agent: Got it, 
User: it let me Thank you. Bye bye.
Agent: No problem, Jim. I'll have my colleague 
",2024-11-28T10:12:10,Asia/Singapore,voice_wants_whatsapp_sms_follow_up,,voice_wants_whatsapp_sms_follow_up,,
44,"User: Hello?
Agent: Hi there! This is James from Kaplan. Do you have a quick minute to chat?
User: Hello?
Agent: Hi! This is James from Kaplan. Can you hear me?
User: Oh, 
Agent:  Do you have a moment to chat?
User: yeah.
Agent: Great! I just wanted to check if you are still interested in pursuing a Diploma with Kaplan?
User: Uh, no.
Agent: Oh, I see. May I ask what led you to change your mind? Was it something like the cost, time commitment, or something else?
User: Time.
Agent: I understand, balancing studies with other commitments can be challenging. The good thing about Kaplan is that we offer flexible learning options, like a mix of face-to-face and online lessons, which might help with managing your time.Do you think this flexibility could work for you?
User: Online online, the process is how long?
Agent: You can complete 8 modules in just 8 months for our Diploma programmes. After that, you can even get direct entry into Year 2 of over 300 Bachelor's Degree programmes. Does that sound manageable for you?
User: Okay.
User: Can you 
Agent: That is great to 
User: send me WhatsApp details about that?
Agent: Sure, I will let your advisor know to follow up with you on WhatsApp with the details. Is there anything else you would like to know?
User: (inaudible speech)
Agent: Alright, 
User: Uh, not 
Agent: I will have your 
User: yet.
Agent: No problem at all! If you have any other questions later, feel free to ask. Thank you for your time, and have a great day!
User: Okay. Thank you.
",2024-11-28T10:12:10,Asia/Singapore,voice_wants_whatsapp_sms_follow_up,,voice_wants_whatsapp_sms_follow_up,,
45,"User: Hello?
Agent: Hi 
User: Hello? 
Agent: Tiffany! This is James from Bath University. Do you have a quick minute to chat?
User: Sorry?
Agent: No worries! Hi Tiffany, this is James from Bath University. Do you have a quick moment to chat?
User: Mhmm. No. Having lunch right now.
Agent: Got it! When would be a better time for me to call you back?
User: Uh, can Can you drop me a WhatsApp instead?
Agent: Sure, I'll let your advisor know to follow up with you on WhatsApp. Have a great lunch, Tiffany!
User: Uh-oh. Okay. Thank you.
Agent: You're welcome, Tiffany! Take care and have a great day!
",2024-11-28T10:12:10,Asia/Singapore,voice_wants_whatsapp_sms_follow_up,,voice_wants_whatsapp_sms_follow_up,,
46,"User: Hello?
Agent: Hi 
User: Hello? 
Agent: Tsui Wong, this is James from Kaplan. Do you have a minute to chat?
User: Yeah. Yeah. Hi.
Agent: Great! I wanted to check if you are still interested in pursuing the Digital Systems degree at Centerview University?
User: Oh, yes. Yes. Uh, but can you what's that mean instead? Right now, I'm I'm actually busy. Or you can send me an email.
Agent: No problem at all! I will let your advisor know to follow up with you via email. Is there a better time for 
User: Thank 
Agent: me to call 
User: you so much.
Agent: You are very welcome! Have a great day ahead!
Agent: If you have 
User: Hello?
Agent: any other questions later, feel free to reach out. Take care and goodbye!
User: You have to go in Behi.
Agent: I am sorry, I did not quite catch 
User: (inaudible speech)
Agent: Could you clarify that for me? I want to make sure I understand you correctly.
User: Hi there. This is, uh, Hyder.
Agent: Hi 
User: I want the chicken. Right?
Agent: I think there might be some confusion. I am James from Kaplan, here to assist with your interest in studying at Centerview University. Could you let me know if you are still interested in pursuing further studies?
User: I'm interested in eating chicken rice.
User: eating chicken rice.
Agent: That sounds delicious! If you have any questions about studying at Centerview University or need help with your application, 
User: Oh, shit. There's Are you AI generated?
Agent: Yes, I am an AI, but I am here to help you connect with our human advisors or answer any 
User: Oh, 
Agent: questions you 
User: hot. What? What's going on? Look at this.
Agent: It seems like there might be some confusion.
User: Please ask your please ask
Agent: It seems like now might not 
User: consultant to email me
Agent: It seems like now might not be the best time to chat. I will let your consultant know to email you instead. Have a great day!
",2024-11-28T10:12:10,Asia/Singapore,voice_wants_email_follow_up,,voice_wants_email_follow_up,,
47,"User: Hello?
Agent: Hi Sandy! This is Jessica
User: K. Sorry?
Agent: Oh, sorry about  I am Jessica  Do you have a quick 
User: Who?
Agent: that!from Kaplan.minute to chat?
Agent: I am 
User: Oh, uh, I can also get an email
Agent: Jessica from Kaplan! I can definitely arrange for someone to send you an email. Would you like me to make a note for your advisor to follow up that way?
",2024-11-28T10:12:10,Asia/Singapore,voice_wants_email_follow_up,,voice_wants_email_follow_up,,
48,"Agent: Hello, is this Mandy?
User: Okay, okay?
Agent: Hello, Mandy! I'm Sofía, an advisor at UVE University. I'm following up on your interest in the online Bachelor's Degree in Education. Are you still interested in this program?
User: Can I give you some information?
Agent: Sure, what information do you need? If it's something specific, I can connect you with an advisor who can help you.
User: More like costs, and his name is?
User: Um, the program, well, the
Agent: The
User: subjects.
Agent: Oh, I understand! The program is called online Education. Regarding costs, I don't have that exact information, but I can connect you with an advisor who can explain everything about the costs and available scholarships. Does that seem okay?
User: There.
User: Um, I'd like to keep that information in my email, but okay?
Agent: Understood, Mandy! We'll send you an email with the information, and an advisor will follow up with you. Thank you very much for your time. Have a great day!
User: Thank you, thank you.
",2024-11-28T10:12:10,Europe/Berlin,voice_wants_email_follow_up,,voice_wants_email_follow_up,,
49,"User: Hello?
Agent: Hi Florence! This is Jessica from Kaplan. Do you have a minute to chat?
User: Uh, I do not know him. Can you, like, email me the details?
Agent: Sure, we have your email on our records, and my 
User: Yeah. 
Agent: colleague will 
User: You're right.
User: Okay, Ken. Ken will do. Thank you.
User: Thanks. Bye.
Agent: Thank you, Florence. Have 
",2024-11-28T10:12:10,Asia/Singapore,voice_wants_email_follow_up,,voice_wants_email_follow_up,,
50,"User: Hello?
Agent: Hi Hubert! This is James from Kaplan Singapore.
User: Yes.
Agent:  Do you have a quick minute to chat?
User: Uh, yes.
Agent: Great! I wanted to check if you're still interested in pursuing a degree with Bloomberg University through Kaplan?
User: Yes. Actually, yeah, I need to do a team.
User: Hello?
Agent: Yes, I'm here! It sounds like you're still interested. Do 
User: Hello?
Agent: you have any questions about the program or anything else I can help with?
User: Okay. Can you do me a favor? Can you send me the prospectus of the the cost again?
Agent: I can’t send it directly myself, but I’ll let my colleague know to email you the prospectus with the course details. Is there anything else you’d like me to include in the follow-up?
User: Okay. Can I just check with you? Is the call commencing?
Agent: If you're asking about a consultation call with an advisor, I can help schedule one for you. Would you like me to arrange that?
User: Okay. Can you get your colleague to send the the cost informations first? Then I take a look.
Agent: Got 
User: if I got any queries, I will email you, then you have to arrange for, give someone to call me back.
Agent: That works perfectly! I'll make sure my colleague sends over the cost 
User: Okay.
Agent: information for you to review. If you have any questions after that, 
User: K.
Agent: just email us, and we’ll arrange for someone to call you back. Anything else I can help with for 
User: Sure. Okay.
Agent: Great! I'll make sure the information gets sent to you. Have a wonderful day, Hubert!
User: (inaudible speech)
",2024-11-28T10:12:10,Asia/Singapore,voice_wants_email_follow_up,,voice_wants_email_follow_up,,
51,"Agent: Hello, is this Joan speaking?
User: No, you're mistaken.
Agent: Sorry to bother you. Have a good day.
User: Yes.
Agent: See you later!
User: Thanks, too. See you later.
Agent: See you later.
",2024-11-28T10:12:10,Asia/Singapore,voice_wrong_number,,voice_wrong_number,,
52,"User: And try again.
Agent: Hi 
User: call 
Agent: Andy 
User: couldn't be connected.
User: check the number and try again.
",2024-11-28T10:12:10,Asia/Singapore,voice_wrong_number,,voice_immediate_hangup,,
53,"User: Hello?
Agent: Hi 
User: Hello? 
Agent: Ahmad! This is James from Kaplan. Do you have a quick minute to chat?
User: You're from where?
Agent: Hi 
User: Hello?
Agent: Hong! I'm James from Kaplan Singapore. I’m following up on your interest in studying at Murdoch University. Do you have a moment to chat?
User: I think it got a wrong number. You know? I never signed anything there.
Agent: Oh, I see! Thanks for letting me know, Ahmad. I'll make a note of that.
User: Okay. 
Agent:  Have a great day!
User: Okay.
User: you.
Agent: Thanks for 
",2024-11-28T10:12:10,Asia/Singapore,voice_wrong_number,,voice_wrong_number,,
54,"User: Julio, buenas tardes.
Agent: Hi, I think there was a mix-up. Am I speaking to Joseph?
User: No, número equivocado.
Agent: Gracias por avisarme. Que tengas un buen día. ¡Hasta luego!
",2024-11-28T10:12:10,America/Chicago,voice_wrong_number,,voice_wrong_number,,
55,"Agent: Hello, is this Vivian speaking?
User: You're mistaken, miss.
Agent: Oh, excuse the 
Agent: trouble. 
User: You're mistaken, I've been asked several times about this person, I don't know.
User: I've had this number for two years.
User: I know what's going on, what's going on there.
Agent: I'm very sorry for the 
User: Yes, 
Agent: confusion and the inconvenience 
User: right away.
Agent: I understand your 
User: Well, yes, dude, why are you asking me? That's why Vivian C.P. is here.

",2024-11-28T10:12:10,America/Chicago,voice_wrong_number,,voice_wrong_number,,
56,"User: And forward it to voice mail. The person you're trying to reach is not available. At the tone, please record your message. When you have finished recording, you may hang up.
Agent: Hi Angela, this is James from Kaplan. I was calling to follow up on your interest in studying at Northern University. If you're still interested, I’d love to help answer any questions or schedule a call with one of our advisors. Feel free to let us know a good time to reach you. Have a great day!
",2024-11-28T10:12:10,Asia/Singapore,voice_voice_mail,,voice_voice_mail,,
57,"User: No call has been whether it's a voice mail. Person you're trying to reach is not available. At the tone, please record your message. When you have finished recording, you may hang up.
Agent: Hi Agatha, this is James from Kaplan. I was calling to follow up on your interest in studying at Aston University. If you're still interested, feel free to give us a call back or let us know a good time to reach you. Have a great day!
",2024-11-28T10:12:10,Asia/Singapore,voice_voice_mail,,voice_voice_mail,,
58,"User: Para Por 
Agent: Hello, is this 
User: favor, deja tu mensaje después del trono. Si necesitas volver a grabar, marca el signo de número y espera instrucciones.
Agent: Hi Matthew, this is Sofia, I'm calling from ABC University. You've expressed interest in our Bachelor's Degree in Business, and I'm calling to find out if you'd like to consult with your advisor. I'll send you an email; you can search for ABC University in your inbox to respond. Have a nice day!",2024-11-28T10:12:10,Asia/Singapore,voice_voice_mail,,voice_voice_mail,,
59,"Agent: Hi 
User: The 
Agent: there, 
User: Personality of Belts is Smith with Hickbar.
Agent: Hi! This is James from Murdoch University. Do you have 30 seconds to chat?

I wanted to check if you’re still interested in the master’s in Business or if you had any questions about our programs? Let me know how I can help!
User: To Clarebons, the end
Agent: Thanks for letting me know! Just to confirm, are you no longer interested in the master’s program at Murdoch 
User: As you
Agent: Just to clarify, are you saying you’re not interested in the program anymore, or did you want to continue chatting about your options?
User: (inaudible speech)
Agent: No worries! If you’d like to talk more about the master’s program or have any questions, just let me know. If you’re not interested right now, that’s 
",2024-11-28T10:12:10,Europe/London,voice_voice_mail,,voice_unknown,,
60,"User: Mail from Nu Ziff 3 ing zebra
Agent: Hi, am I speaking to James?
User: 
Agent: Hi, this is Anna, an A.I. from Global College. I'm following up on your enquiry about the Fine Arts degree. Do you have 90 seconds to speak?
User: for student. Want to Tootstray.
Agent: Got it! I'm here to help.
User: 23
Agent: It sounds like you might be interested in the Fine Arts degree 
User: for student, Want to new Interspeek. 23
Agent: I understand. Are you looking to schedule a consultation 
User: for student, Want to Tootstray.
Agent: I see, you might be interested 
User: Touch 3.
Agent: It sounds like you might be interested in scheduling a 
User: 2 bereft is for Stuart. The for Bending Ward",2024-11-28T10:12:10,Europe/London,voice_voice_mail,,voice_unknown,,
